p05493_f001,p05493_f002,p05493_f003,p05493_f004,p05493_f005,p05493_f006,p05493_f007,p05493_f008,p05493_f009,p05493_f010,p05493_f011,p05493_f012,p05493_f013,p05493_f014,p05493_f015,p05493_f016,p05493_f017,p05493_f018,p05493_f019,p05493_f020,p05493_f021,p05493_f022,p05493_f023,p05493_f024,p05493_f025,p05493_f026,p05493_f027,p05493_f028,p05493_f029,p05493_f030,p05493_f031,jydm_mc
8087.HK,中国三三传媒,配售,实施完成,2025/01/14,2025/02/04,43155969.0000,39.959231,0.3000,12946791.0000,12653756.0000,(i)所得款项净额约91.05%用于偿还集团的应付债券;及(ii)所得款项净额约8.95%用作增加集团的一般营运资金。,HKD,--,支付服务,特殊消费者服务,137815,9,--,293035.0000,--,--,--,--,--,--,--,--,--,--,--,中国三三传媒
0136.HK,中国儒意,代价发行,实施完成,2025/01/13,2025/04/10,36666667.0000,0.255714,2.4320,89173334.0000,--,--,HKD,"代价合共人民币825,000,000元,包括(i)现金人民币742,500,000元,及(ii)公司以每股代价股份2.432港元的价格向香港腾讯或其指定方配发及发行36,666,667股代价股份。",影视娱乐,电影和娱乐,132168,10,--,--,--,--,--,--,--,--,--,--,--,--,--,中国儒意
0451.HK,协鑫新能源,代价发行,实施完成,2025/01/10,2025/03/21,153400000.0000,10.949924,0.4500,69030000.0000,--,向和世环球有限公司收购100%的全部已发行股份。,HKD,代价为人民币325百万元(约345.15百万港元)。代价将由买方(i)透过现金人民币200百万元(约212.40百万港元)、(ii)人民币65百万元(约69.03百万港元)按每股代价股份0.45港元的发行价以配发及发行代价股份的方式偿付及(iii)63.72百万港元(约人民币60百万元)将透过发行可换股债券于完成日期偿付。,非传统/可再生能源,燃气公用事业,132167,10,--,--,--,--,--,--,--,--,--,八方金融有限公司,--,--,--,协鑫新能源
1163.HK,虎视传媒,配售,实施完成,2025/01/10,2025/01/24,149400000.0000,20.0,0.0900,13446000.0000,13121540.0000,"所得款项净额约70%将用作加强大数据、机器学习及专有人工智能,以及改善集团AdTensor平台服务;及
(ii)所得款项净额约30%将用作补充集团的营运及一般营运资金,包括但不限于员工成本、办公室租金及一般行政及营运开支。",HKD,--,广告及宣传,广告,137812,9,--,324460.0000,金銮证券有限公司,--,金銮证券有限公司,--,--,--,--,--,--,--,--,虎视传媒
2503.HK,中深建业,配售,实施完成,2025/01/10,2025/02/06,102960000.0000,16.666667,0.5000,51480000.0000,51300000.0000,"(i)约30.0百万港元将用于潜在收购一家或多家具有市政公用工程相关资质及执照(如建筑设计及城市规划等)且往绩良好的建筑公司。集团认为上述潜在收购可加强集团在市政公用工程方面的核心竞争力,同时亦有助集团多元拓展现有业务。于本公告日期,集团既未就有关收购订立任何意向书或具法律约束力的协议,亦未物色到任何确实的收购目标。(ii)约21.3百万港元将用作一般营运资金。",HKD,--,楼宇建造,建筑与工程,137813,9,--,180000.0000,--,--,--,--,--,--,--,--,--,--,--,中深建业
0887.HK,英皇钟表珠宝,配售,实施完成,2025/01/09,2025/01/21,477250000.0000,7.039648,0.1670,79700000.0000,79240000.0000,"公司拟将所得款项净额
用于扩大集团之零售网络及集团之一般营运资金。",HKD,--,其他零售商,服装、服饰与奢侈品,137808,9,--,460000.0000,英皇证券有限公司,--,--,--,--,--,--,--,--,--,--,英皇钟表珠宝
0110.HK,中国长远,配售,实施完成,2025/01/08,2025/01/22,16000000.0000,6.310246,0.2600,4160000.0000,4120000.0000,公司拟将所得款项净额应用于集团一般营运资金。,HKD,--,消费性电讯设备,技术产品经销商,137806,9,--,40000.0000,--,--,--,--,--,--,--,浤博资本有限公司,--,--,--,中国长远
1427.HK,中国天保集团,配售,实施完成,2025/01/08,2025/01/15,68480000.0000,8.460003,0.4080,27939840.0000,27939840.0000,透过抵销公司向认购人借入的部分债务(包括应计利息)以结清认购价。,HKD,--,楼宇建造,房地产开发,137807,9,--,0.0000,--,--,--,--,--,--,--,--,--,--,--,中国天保集团
0092.HK,冠军科技集团,配售,实施完成,2025/01/07,2025/02/04,164112000.0000,16.666077,0.2450,40207440.0000,38500000.0000,公司拟将所得款项净额用作集团绿色能源业务的专项营运资金。,HKD,--,数码解决方案服务,信息科技咨询与其它服务,137804,9,--,1707440.0000,金利丰证券有限公司,--,--,--,--,--,--,--,--,--,--,冠军科技集团
1748.HK,信源企业集团,配售,实施终止,2025/01/07,2025/02/24,--,--,--,--,--,用作部分支付公司就船舶收购事项应付之余下代价;及作为集团之一般营运资金。,HKD,"董事会认为,终止协议对集团的业务营运并无重大不利影响。倘公司将进行进一步集资活动为公司筹集资金及其他用途(如有),公司将于适当时候遵照上市规则之规定另行刊发公告。",航运及港口,综合支持服务,137800,9,--,--,--,--,--,--,--,--,--,--,--,--,--,信源企业集团
8283.HK,中食民安,配售,实施完成,2025/01/07,2025/01/23,400000000.0000,115.740741,0.0400,16000000.0000,15300000.0000,(i)约10百万港元拟用于支持集团销售食品及智能厨电业务的业务营运及发展;及(ii)约5.30百万港元拟用于公司一般营运资金。,HKD,--,其他支援服务,汽车零件与设备,137805,9,--,700000.0000,粤商国际证券有限公司,--,--,--,--,--,--,--,--,--,--,中食民安
8611.HK,九福来,配售,实施完成,2025/01/07,2025/02/13,78000000.0000,20.0,0.0520,4056000.0000,4000000.0000,"公司拟将所得款项净额用作集团的一般营运资金,包括但不限于员工成本及其他行政开支。",HKD,--,应用软件,应用软件,137803,9,--,56000.0000,--,--,--,--,--,--,--,--,--,--,--,九福来
9923.HK,移卡,配售,实施完成,2025/01/07,2025/01/13,19150000.0000,--,10.1000,193415000.0000,189200000.0000,"扩展集团于亚洲各业务分部的海外版图;投资研发,包括在专有软件中使用人工智能,以加强集团商业数字化生态系统的竞争力;营运资金及一般公司用途。",HKD,--,支付服务,互联网服务和基础设施,137802,9,--,4215000.0000,中信里昂证券有限公司,--,中信里昂证券有限公司,--,--,--,--,--,--,--,--,移卡
3708.HK,世界数字经济产业,配售,实施完成,2025/01/06,2025/01/27,1118800000.0000,20.0,0.0121,13537480.0000,13530000.0000,集团一般营运资金及╱或投资集团日后物色的潜在新项目。,HKD,--,楼宇建造,综合支持服务,137797,9,--,7480.0000,--,--,--,--,--,--,--,--,--,--,--,世界数字经济产业
8162.HK,港银控股,配售,实施完成,2025/01/03,2025/01/24,165880800.0000,20.0,0.4800,79622784.0000,78872800.0000,约(i)30%用于偿还股东贷款;及(ii)70%用于发展金属及金属商品的大宗贸易业务。,HKD,--,黄金及贵金属,贸易公司与经销商,137796,9,--,749984.0000,财通国际证券有限公司,--,--,--,--,--,--,--,--,--,--,港银控股
2212.HK,高鹏矿业,配售,实施终止,2025/01/02,2025/03/20,--,--,--,--,--,"(i)约44.40%或10,000,000港元用作一朵岩项目的资本开支;及(ii)约55.60%或12,520,000港元用作集团之一般营运资金。",HKD,"董事会宣布,于本公告日期,配售协议所载的先决条件未获达成,故公司与配售代理订立的配售协议及补充协议经已失效,而配售事项将不会继续进行。",其他金属及矿物,贸易公司与经销商,137795,9,--,--,Funderstone Securities Limited,--,--,--,--,--,--,--,--,--,--,高鹏矿业
0261.HK,GBA集团,配售,实施完成,2024/12/31,2025/01/23,194016000.0000,81.439007,0.0870,16879392.0000,15700000.0000,"集团拟动用(i)约9,420,000港元(相当于配售事项所得款项净额的约60%)用于扩充集团金融业务营运及扩张所需的一般资金;及(ii)其余所得款项净额约6,280,000港元(相当于配售事项所得款项净额的约40%)用于扩充一般营运资金,包括集团一般业务营运所需的薪金及津贴、法律及专业费用以及日常开支。",HKD,--,地产发展商,餐馆,137792,9,--,1179392.0000,宏智证券(香港)有限公司,--,--,--,--,--,--,--,--,--,--,GBA集团
0290.HK,国富量子,代价发行,实施完成,2024/12/31,2025/08/06,1405063292.0000,18.83848,0.7900,1110000000.0000,--,向华科智能投资有限公司收购全部已发行股本22.50%。,HKD,--,证券及经纪,贸易公司与经销商,132165,10,--,--,--,--,--,--,--,--,--,珑盛资本有限公司,--,--,--,国富量子
0745.HK,中国国家文化产业,配售,实施完成,2024/12/31,2025/03/24,80616261.0000,103.192576,0.1000,8061626.0000,7791039.0000,"(i)所得款项净额约74.8%将用于透过加强电子商务平台、扩大及优化产品组合及结算供应商按金及款项,发展集团的电子商务业务;及(ii)所得款项净额约25.2%将用于集团一般营运资金。",HKD,--,线上零售商,多品类零售,137880,9,--,270587.0000,--,--,--,--,--,--,--,--,--,--,--,中国国家文化产业
1253.HK,绿博生态,代价发行,实施完成,2024/12/31,2025/03/26,219354839.0000,3.767812,0.1000,21935484.0000,--,"向ZDX Energy International Co., Ltd收购51%的全部已发行股份。",HKD,--,楼宇建造,环境与设施服务,132166,10,--,--,--,--,--,--,--,--,--,--,--,--,--,绿博生态
8120.HK,国农金融投资,供股,实施完成,2024/12/31,2025/03/06,45174100.0000,50.0,0.3450,15585064.5000,14600000.0000,"(i)约50%的所得款项净额将用作偿还公司未清偿的贷款借贷及利息。集团于二零二四年十一月三十日的其他借款约为2千万港元,将于二零二五年第三季度到期。集团可透过提早偿还仍欠付的其他借款以节省利息及╱或在偿还时以具竞争力的条款促使贷款续期。集团于二零二四年十一月三十日的现金及现金等价物约为3千万港元。集团附属公司国农证券有限公司从事就证券提供意见及证券交易业务,需要约2千万港元至2千5百万港元的一般营运资金。因此,公司有实际需要透过供股筹集资金。预期该等所得款项将于供股完成后一个月内悉数动用;(ii)约40%的所得款项净额将用作清偿集团现有食品及饮料业务的未清偿的租金及╱或支付食品原材料及配料供应商的费用。预期该等所得款项将于供股完成后三个月内悉数动用;及(iii)约10%的所得款项净额将用作集团的一般营运资金。预期该等所得款项将于供股完成后三个月内悉数动用。",HKD,每持有2股现有股份获发1股供股股份,餐饮,食品分销商,24736,8,2025/03/10,985064.5000,嬴控金融证券有限公司,--,--,--,--,--,--,--,--,--,--,国农金融投资
8262.HK,宏强控股,配售,实施完成,2024/12/31,2025/01/09,127350000.0000,15.99995,0.0190,2400000.0000,2300000.0000,用作集团之一般营运资金。,HKD,--,楼宇建造,建筑与工程,137791,9,--,100000.0000,--,--,--,--,--,--,--,--,--,--,--,宏强控股
8622.HK,愉悦集团,配售,实施终止,2024/12/31,2025/01/21,--,--,--,--,--,"配售事项之所得款项净额约12.38百万港元将用于一般营运资金,包括但不限于用作专业费用、薪金、租金及其他营运开支。预计所得款项净额将于二零二六年十二月三十一日前悉数使用。",HKD,"董事会宣布,由于该配售协议的条件未能于二零二五年一月二十一日(即与配售事项有关的最后截止日期)或之前达成,该配售协议已告失效,并须停止及终止,而该配售协议的任何订约方均不得就配售事项向对方提出任何索偿,惟就先前违反该配售协议的任何责任除外。",生物技术,制药,137793,9,--,--,昌利证券有限公司,--,--,--,--,--,--,--,--,--,--,愉悦集团
0206.HK,华商能源,配售,预案,2024/12/30,--,--,--,--,--,--,"拟用于氢、机、电相关业务发展,包括推进公司绿色能源装备开发与制造、电力驱动与控制及其他方面,并将增强公司制造能力,打造竞争性产品。所得款项净额亦将用于补充公司一般流动资金。",HKD,--,油气设备与服务,石油天然气设备与服务,137790,9,--,--,--,--,--,--,--,--,--,招商证券国际有限公司,--,--,--,华商能源
8026.HK,朗华国际集团,代价发行,预案,2024/12/30,--,--,--,--,5359000.0000,--,"向香港乐图控股有限公司收购已发行股本的51%,于完成后,目标公司将成为公司的非全资附属公司。",HKD,--,珠宝钟表,其他专卖店,132164,10,--,--,--,--,--,--,--,--,--,--,--,--,--,朗华国际集团
8657.HK,TRUE PARTNER,配售,实施完成,2024/12/29,2025/02/24,19500000.0000,4.875,0.4000,7800000.0000,7300000.0000,"公司拟将认购事项所得款项净额主要用于增加集团的一般营运资金,以支付一般营运开支,包括一般办公室行政开支、薪金及维持现有业务,以及支付专业费用,例如审核费用、法律费用、财务顾问费用及财经印刷费用。",HKD,"认购完成后,True Partner International Limited占公司权益从15.58%增加至19.51%。",投资及资产管理,资产管理与托管银行,137789,9,--,500000.0000,--,--,--,--,--,--,--,嘉林资本有限公司,--,--,--,TRUE PARTNER
1380.HK,中国金石,供股,实施完成,2024/12/27,2025/02/27,2638069.0000,1.0347100651,0.2000,414082.0000,384202.0000,"公司拟将供股所得款项净额中约10.94百万港元用作集团之一般营运资金,包括但不限于员工成本、租金及差饷、专业费用及其他一般企业开支;及约4.49百万港元用于投资潜在商机,包括可能与一名卖方合作,包括但不限于通过收购、合营企业或其他方式就位于智利南部的几个金矿的开采权进行合作。",HKD,每持有5股股份获发2股供股股份,其他金属及矿物,建筑材料,24735,8,2025/03/03,29880.0000,凯基证券亚洲有限公司,--,--,--,--,--,--,德健融资有限公司,--,--,--,中国金石
1252.HK,中国天瑞水泥,配售,实施完成,2024/12/24,2025/01/07,145000000.0000,--,0.3300,47850000.0000,47000000.0000,"(i)约42.2百万港元(约占认购事项所得款项净额的89.79%,还集团的部分负;及(ii)约4.8百万港元(约占认购事项所得款项净额的10.21%作为集团的一般营运资本。",HKD,--,建筑材料,建筑材料,137788,9,--,850000.0000,中国北方证券集团有限公司,--,--,--,--,--,--,--,--,--,--,中国天瑞水泥
1676.HK,高地股份,配售,实施完成,2024/12/23,2025/01/02,30260000.0000,11.709128,0.4000,12104000.0000,11498800.0000,"(i)约40%的所得款项净额将用作货品采购╱按金、市场推广及宣传开支,以及集团现有食品业务之企业发展;(ii)约40%的所得款项净额将用作货品采购╱按金、市场推广及宣传开支,以及集团现有餐饮业务之企业发展;及(iii)约20%的所得款项净额将用作集团的一般营运资金。",HKD,"由于供股不设额外申请安排,公司已作出上市规则第7.21(1)(b)条所述安排,透过向独立承配人提呈72,830,143股未获认购供股股份之方式出售该等未获认购供股股份,使该等因供股而获供股要约之股东受益。",包装食品,农产品与服务,137786,9,--,605200.0000,紫荆融资有限公司,--,--,--,--,--,--,--,--,--,--,高地股份
